"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"1","10","NAT2","00232","Caffeine metabolism"
"2","10","NAT2","00983","Drug metabolism - other enzymes"
"3","10","NAT2","01100","Metabolic pathways"
"4","10","NAT2","05204","Chemical carcinogenesis"
"5","100","ADA","00230","Purine metabolism"
"6","100","ADA","01100","Metabolic pathways"
"7","100","ADA","05340","Primary immunodeficiency"
"8","1000","CDH2","04514","Cell adhesion molecules (CAMs)"
"9","1000","CDH2","05412","Arrhythmogenic right ventricular cardiomyopathy (ARVC)"
"10","10000","AKT3","01521","EGFR tyrosine kinase inhibitor resistance"
"11","10000","AKT3","01522","Endocrine resistance"
"12","10000","AKT3","01524","Platinum drug resistance"
"13","10000","AKT3","04010","MAPK signaling pathway"
"14","10000","AKT3","04012","ErbB signaling pathway"
"15","10000","AKT3","04014","Ras signaling pathway"
"16","10000","AKT3","04015","Rap1 signaling pathway"
"17","10000","AKT3","04022","cGMP-PKG signaling pathway"
"18","10000","AKT3","04024","cAMP signaling pathway"
"19","10000","AKT3","04062","Chemokine signaling pathway"
"20","10000","AKT3","04066","HIF-1 signaling pathway"
"21","10000","AKT3","04068","FoxO signaling pathway"
"22","10000","AKT3","04071","Sphingolipid signaling pathway"
"23","10000","AKT3","04072","Phospholipase D signaling pathway"
"24","10000","AKT3","04140","Autophagy - animal"
"25","10000","AKT3","04150","mTOR signaling pathway"
"26","10000","AKT3","04151","PI3K-Akt signaling pathway"
"27","10000","AKT3","04152","AMPK signaling pathway"
"28","10000","AKT3","04210","Apoptosis"
"29","10000","AKT3","04211","Longevity regulating pathway"
"30","10000","AKT3","04213","Longevity regulating pathway - multiple species"
"31","10000","AKT3","04218","Cellular senescence"
"32","10000","AKT3","04261","Adrenergic signaling in cardiomyocytes"
"33","10000","AKT3","04370","VEGF signaling pathway"
"34","10000","AKT3","04371","Apelin signaling pathway"
"35","10000","AKT3","04380","Osteoclast differentiation"
"36","10000","AKT3","04510","Focal adhesion"
"37","10000","AKT3","04550","Signaling pathways regulating pluripotency of stem cells"
"38","10000","AKT3","04611","Platelet activation"
"39","10000","AKT3","04620","Toll-like receptor signaling pathway"
"40","10000","AKT3","04630","Jak-STAT signaling pathway"
"41","10000","AKT3","04660","T cell receptor signaling pathway"
"42","10000","AKT3","04662","B cell receptor signaling pathway"
"43","10000","AKT3","04664","Fc epsilon RI signaling pathway"
"44","10000","AKT3","04666","Fc gamma R-mediated phagocytosis"
"45","10000","AKT3","04668","TNF signaling pathway"
"46","10000","AKT3","04722","Neurotrophin signaling pathway"
"47","10000","AKT3","04725","Cholinergic synapse"
"48","10000","AKT3","04728","Dopaminergic synapse"
"49","10000","AKT3","04910","Insulin signaling pathway"
"50","10000","AKT3","04914","Progesterone-mediated oocyte maturation"
"51","10000","AKT3","04915","Estrogen signaling pathway"
"52","10000","AKT3","04917","Prolactin signaling pathway"
"53","10000","AKT3","04919","Thyroid hormone signaling pathway"
"54","10000","AKT3","04920","Adipocytokine signaling pathway"
"55","10000","AKT3","04922","Glucagon signaling pathway"
"56","10000","AKT3","04923","Regulation of lipolysis in adipocytes"
"57","10000","AKT3","04931","Insulin resistance"
"58","10000","AKT3","04932","Non-alcoholic fatty liver disease (NAFLD)"
"59","10000","AKT3","04933","AGE-RAGE signaling pathway in diabetic complications"
"60","10000","AKT3","04973","Carbohydrate digestion and absorption"
"61","10000","AKT3","05142","Chagas disease (American trypanosomiasis)"
"62","10000","AKT3","05145","Toxoplasmosis"
"63","10000","AKT3","05152","Tuberculosis"
"64","10000","AKT3","05160","Hepatitis C"
"65","10000","AKT3","05161","Hepatitis B"
"66","10000","AKT3","05162","Measles"
"67","10000","AKT3","05164","Influenza A"
"68","10000","AKT3","05165","Human papillomavirus infection"
"69","10000","AKT3","05166","HTLV-I infection"
"70","10000","AKT3","05167","Kaposi's sarcoma-associated herpesvirus infection"
"71","10000","AKT3","05169","Epstein-Barr virus infection"
"72","10000","AKT3","05200","Pathways in cancer"
"73","10000","AKT3","05205","Proteoglycans in cancer"
"74","10000","AKT3","05210","Colorectal cancer"
"75","10000","AKT3","05211","Renal cell carcinoma"
"76","10000","AKT3","05212","Pancreatic cancer"
"77","10000","AKT3","05213","Endometrial cancer"
"78","10000","AKT3","05214","Glioma"
"79","10000","AKT3","05215","Prostate cancer"
"80","10000","AKT3","05218","Melanoma"
"81","10000","AKT3","05220","Chronic myeloid leukemia"
"82","10000","AKT3","05221","Acute myeloid leukemia"
"83","10000","AKT3","05222","Small cell lung cancer"
"84","10000","AKT3","05223","Non-small cell lung cancer"
"85","10000","AKT3","05224","Breast cancer"
"86","10000","AKT3","05230","Central carbon metabolism in cancer"
"87","10000","AKT3","05231","Choline metabolism in cancer"
"88","10000","AKT3","05418","Fluid shear stress and atherosclerosis"
"89","10005","ACOT8","00120","Primary bile acid biosynthesis"
"90","10005","ACOT8","01100","Metabolic pathways"
"91","10005","ACOT8","04146","Peroxisome"
"92","10007","GNPDA1","00520","Amino sugar and nucleotide sugar metabolism"
"93","10007","GNPDA1","01100","Metabolic pathways"
"94","10008","KCNE3","04974","Protein digestion and absorption"
"95","1001","CDH3","04514","Cell adhesion molecules (CAMs)"
"96","10010","TANK","04621","NOD-like receptor signaling pathway"
"97","10010","TANK","04622","RIG-I-like receptor signaling pathway"
"98","100101267","POM121C","03013","RNA transport"
"99","10013","HDAC6","05034","Alcoholism"
"100","10013","HDAC6","05165","Human papillomavirus infection"
"101","10013","HDAC6","05203","Viral carcinogenesis"
"102","100132074","FOXO6","04068","FoxO signaling pathway"
"103","100132285","KIR2DS2","04612","Antigen processing and presentation"
"104","100132285","KIR2DS2","04650","Natural killer cell mediated cytotoxicity"
"105","100132463","CLDN24","04514","Cell adhesion molecules (CAMs)"
"106","100132463","CLDN24","04530","Tight junction"
"107","100132463","CLDN24","04670","Leukocyte transendothelial migration"
"108","100132463","CLDN24","05160","Hepatitis C"
"109","100133941","CD24","04640","Hematopoietic cell lineage"
"110","100137049","PLA2G4B","00564","Glycerophospholipid metabolism"
"111","100137049","PLA2G4B","00565","Ether lipid metabolism"
"112","100137049","PLA2G4B","00590","Arachidonic acid metabolism"
"113","100137049","PLA2G4B","00591","Linoleic acid metabolism"
"114","100137049","PLA2G4B","00592","alpha-Linolenic acid metabolism"
"115","100137049","PLA2G4B","01100","Metabolic pathways"
"116","100137049","PLA2G4B","04010","MAPK signaling pathway"
"117","100137049","PLA2G4B","04014","Ras signaling pathway"
"118","100137049","PLA2G4B","04072","Phospholipase D signaling pathway"
"119","100137049","PLA2G4B","04217","Necroptosis"
"120","100137049","PLA2G4B","04270","Vascular smooth muscle contraction"
"121","100137049","PLA2G4B","04370","VEGF signaling pathway"
"122","100137049","PLA2G4B","04611","Platelet activation"
"123","100137049","PLA2G4B","04664","Fc epsilon RI signaling pathway"
"124","100137049","PLA2G4B","04666","Fc gamma R-mediated phagocytosis"
"125","100137049","PLA2G4B","04724","Glutamatergic synapse"
"126","100137049","PLA2G4B","04726","Serotonergic synapse"
"127","100137049","PLA2G4B","04730","Long-term depression"
"128","100137049","PLA2G4B","04750","Inflammatory mediator regulation of TRP channels"
"129","100137049","PLA2G4B","04912","GnRH signaling pathway"
"130","100137049","PLA2G4B","04913","Ovarian steroidogenesis"
"131","100137049","PLA2G4B","04921","Oxytocin signaling pathway"
"132","100137049","PLA2G4B","05231","Choline metabolism in cancer"
"133","10014","HDAC5","04371","Apelin signaling pathway"
"134","10014","HDAC5","05034","Alcoholism"
