"","EntrezID","GeneSymbol","PathwayID","PathwayName"
"1","100037258","Dnajc3",5164,"Influenza A"
"2","100038882","Isg15",5165,"Human papillomavirus infection"
"3","100038882","Isg15",5169,"Epstein-Barr virus infection"
"4","100038927","Defa30",5150,"Staphylococcus aureus infection"
"5","100038927","Defa30",5202,"Transcriptional misregulation in cancer"
"6","100039060","Gm2026",5168,"Herpes simplex virus 1 infection"
"7","100039319","H2afb1",5034,"Alcoholism"
"8","100039319","H2afb1",5322,"Systemic lupus erythematosus"
"9","100039801","Cldn24",5160,"Hepatitis C"
"10","100039815","Gm2436",5165,"Human papillomavirus infection"
"11","100039830","Gm2446",5165,"Human papillomavirus infection"
"12","100040208","Gm2663",5164,"Influenza A"
"13","100040233","Gm10334",5164,"Influenza A"
"14","100040531","Dynlt1f",5132,"Salmonella infection"
"15","100040563","Dynlt1c",5132,"Salmonella infection"
"16","100040944","Gm3055",5168,"Herpes simplex virus 1 infection"
"17","100041194","Ahnak2",5132,"Salmonella infection"
"18","100041230","Hist1h4m",5034,"Alcoholism"
"19","100041230","Hist1h4m",5203,"Viral carcinogenesis"
"20","100041230","Hist1h4m",5322,"Systemic lupus erythematosus"
"21","100041273","Ndufb4c",5010,"Alzheimer disease"
"22","100041273","Ndufb4c",5012,"Parkinson disease"
"23","100041273","Ndufb4c",5014,"Amyotrophic lateral sclerosis"
"24","100041273","Ndufb4c",5016,"Huntington disease"
"25","100041273","Ndufb4c",5020,"Prion disease"
"26","100041273","Ndufb4c",5022,"Pathways of neurodegeneration - multiple diseases"
"27","100041375","Cyp3a41b",5204,"Chemical carcinogenesis"
"28","100041677","Zfp984",5168,"Herpes simplex virus 1 infection"
"29","100041688","Defa35",5150,"Staphylococcus aureus infection"
"30","100041688","Defa35",5202,"Transcriptional misregulation in cancer"
"31","100041759","Defa41",5150,"Staphylococcus aureus infection"
"32","100041759","Defa41",5202,"Transcriptional misregulation in cancer"
"33","100041787","Defa40",5150,"Staphylococcus aureus infection"
"34","100041787","Defa40",5202,"Transcriptional misregulation in cancer"
"35","100041811","Defa27",5150,"Staphylococcus aureus infection"
"36","100041811","Defa27",5202,"Transcriptional misregulation in cancer"
"37","100041890","Defa32",5150,"Staphylococcus aureus infection"
"38","100041890","Defa32",5202,"Transcriptional misregulation in cancer"
"39","100041895","Defa37",5150,"Staphylococcus aureus infection"
"40","100041895","Defa37",5202,"Transcriptional misregulation in cancer"
"41","100041952","Defa34",5150,"Staphylococcus aureus infection"
"42","100041952","Defa34",5202,"Transcriptional misregulation in cancer"
"43","100042150","Nrg2",5014,"Amyotrophic lateral sclerosis"
"44","100042295","Gm3776",5200,"Pathways in cancer"
"45","100042295","Gm3776",5204,"Chemical carcinogenesis"
"46","100042295","Gm3776",5225,"Hepatocellular carcinoma"
"47","100042295","Gm3776",5418,"Fluid shear stress and atherosclerosis"
"48","100042314","Gm10639",5200,"Pathways in cancer"
"49","100042314","Gm10639",5204,"Chemical carcinogenesis"
"50","100042314","Gm10639",5225,"Hepatocellular carcinoma"
"51","100042314","Gm10639",5418,"Fluid shear stress and atherosclerosis"
"52","100042503","Ndufb4b",5010,"Alzheimer disease"
"53","100042503","Ndufb4b",5012,"Parkinson disease"
"54","100042503","Ndufb4b",5014,"Amyotrophic lateral sclerosis"
"55","100042503","Ndufb4b",5016,"Huntington disease"
"56","100042503","Ndufb4b",5020,"Prion disease"
"57","100042503","Ndufb4b",5022,"Pathways of neurodegeneration - multiple diseases"
"58","100042785","Cldn25-ps",5160,"Hepatitis C"
"59","100042840","H2al2b",5034,"Alcoholism"
"60","100042840","H2al2b",5322,"Systemic lupus erythematosus"
"61","100042922","H2al1a",5034,"Alcoholism"
"62","100042922","H2al1a",5322,"Systemic lupus erythematosus"
"63","100042927","H2al1b",5034,"Alcoholism"
"64","100042927","H2al1b",5322,"Systemic lupus erythematosus"
"65","100042929","H2al1c",5034,"Alcoholism"
"66","100042929","H2al1c",5322,"Systemic lupus erythematosus"
"67","100042931","H2al1d",5034,"Alcoholism"
"68","100042931","H2al1d",5322,"Systemic lupus erythematosus"
"69","100042939","H2al1f",5034,"Alcoholism"
"70","100042939","H2al1f",5322,"Systemic lupus erythematosus"
"71","100042943","H2al1g",5034,"Alcoholism"
"72","100042943","H2al1g",5322,"Systemic lupus erythematosus"
"73","100042944","H2al1h",5034,"Alcoholism"
"74","100042944","H2al1h",5322,"Systemic lupus erythematosus"
"75","100042946","H2al1i",5034,"Alcoholism"
"76","100042946","H2al1i",5322,"Systemic lupus erythematosus"
"77","100043292","Gm4340",5014,"Amyotrophic lateral sclerosis"
"78","100043292","Gm4340",5168,"Herpes simplex virus 1 infection"
"79","100043381","Gm14308",5168,"Herpes simplex virus 1 infection"
"80","100043772","Zfp850",5168,"Herpes simplex virus 1 infection"
"81","100043861","Klrb1",5144,"Malaria"
"82","100043915","Gm4724",5168,"Herpes simplex virus 1 infection"
"83","100049549","Mir181d",5206,"MicroRNAs in cancer"
"84","100101919","Dnah7c",5014,"Amyotrophic lateral sclerosis"
"85","100101919","Dnah7c",5016,"Huntington disease"
"86","100101919","Dnah7c",5022,"Pathways of neurodegeneration - multiple diseases"
"87","100124432","Mir193b",5206,"MicroRNAs in cancer"
"88","100126824","Sco2",5230,"Central carbon metabolism in cancer"
"89","100233208","Gm10778",5168,"Herpes simplex virus 1 infection"
