"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"176",54,"ACP5","HighConf","Yes","Lysosome, Osteoclast differentiation",NA,NA
"187",2180,"ACSL1","HighConf","Yes","Ferroptosis, PPAR signaling pathway, Fatty acid biosynthesis, Adipocytokine signaling pathway, Fatty acid metabolism","PPT1","Fatty acid metabolism (1), Lysosome (1)"
"189",2182,"ACSL4","HighConf","Yes","Ferroptosis, PPAR signaling pathway, Fatty acid biosynthesis, Adipocytokine signaling pathway, Fatty acid metabolism","PPT1","Fatty acid metabolism (1), Lysosome (1)"
"1282",537,"ATP6AP1","MedConf","Yes","Lysosome, Phagosome",NA,NA
"2265",817,"CAMK2D","MedConf","Yes","Necroptosis, HIF-1 signaling pathway, ErbB signaling pathway","STAT1","Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"2385",867,"CBL","MedConf","Yes","Endocytosis, ErbB signaling pathway","STAT5A, CLTA, LCP2, HLA-A, FCER1G","Natural killer cell mediated cytotoxicity (3), Endocytosis (2), Cellular senescence (1), Antigen processing and presentation (1), Type I diabetes mellitus (1), Phagosome (1), Osteoclast differentiation (1), Lysosome (1), ErbB signaling pathway (1), Prolactin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Cell adhesion molecules (CAMs) (1)"
"2586",6364,"CCL20","HighConf","Yes","TNF signaling pathway, Chemokine signaling pathway",NA,NA
"2595",6348,"CCL3","MedConf","Yes","Toll-like receptor signaling pathway, Chemokine signaling pathway",NA,NA
"2599",388372,"CCL4L1","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytosolic DNA-sensing pathway, Chemokine signaling pathway",NA,NA
"2601",6352,"CCL5","HighConf","Yes","NOD-like receptor signaling pathway, Toll-like receptor signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, Chemokine signaling pathway",NA,NA
"2677",909,"CD1A","MedConf","Yes","Hematopoietic cell lineage",NA,NA
"2679",911,"CD1C","MedConf","Yes","Hematopoietic cell lineage",NA,NA
"2687",30835,"CD209","MedConf","Yes","Phagosome",NA,NA
"2695",29126,"CD274","HighConf","Yes","Cell adhesion molecules (CAMs)",NA,NA
"2712",948,"CD36","HighConf","Yes","Hematopoietic cell lineage, Phagosome, PPAR signaling pathway, Adipocytokine signaling pathway","CD9, FABP4","PPAR signaling pathway (1), Hematopoietic cell lineage (1)"
"2720",958,"CD40","HighConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cell adhesion molecules (CAMs)","TRAF1, STAT5A, NFKB1","Prolactin signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), NF-kappa B signaling pathway (2), ErbB signaling pathway (1), Necroptosis (1), Cellular senescence (1), RIG-I-like receptor signaling pathway (1), Adipocytokine signaling pathway (1), Antifolate resistance (1), Chemokine signaling pathway (1), HIF-1 signaling pathway (1), Cytosolic DNA-sensing pathway (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"2722",960,"CD44","MedConf","Yes","Hematopoietic cell lineage","MT2A, HLA-B, ICAM1, HLA-A, GBP1, GLG1, GBP2, PML, OAS2, IRF5, OAS3","NOD-like receptor signaling pathway (4), Endocytosis (3), Natural killer cell mediated cytotoxicity (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Toll-like receptor signaling pathway (1), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Cell adhesion molecules (CAMs) (4)"
"2725",962,"CD48","MedConf","Yes","Natural killer cell mediated cytotoxicity",NA,NA
"2734",967,"CD63","MedConf","Yes","Lysosome","CD9","Hematopoietic cell lineage (1)"
"2740",972,"CD74","HighConf","Yes","Antigen processing and presentation","LGMN, CTSB, CLTA","Lysosome (3), Antigen processing and presentation (2), Endocytosis (1), NOD-like receptor signaling pathway (1)"
"2744",975,"CD81","MedConf","Yes",NA,"CD9","Hematopoietic cell lineage (1)"
"2751",928,"CD9","MedConf","Yes","Hematopoietic cell lineage","CD36, CD63, CD81","Lysosome (1), Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"3355",1211,"CLTA","MedConf","Yes","Lysosome, Endocytosis","CD74, NCF2, CBL","Leukocyte transendothelial migration (1), Osteoclast differentiation (1), Phagosome (1), ErbB signaling pathway (1), Endocytosis (1), Antigen processing and presentation (1)"
"3806",1471,"CST3","HighConf","Yes",NA,"TGFBI, CTSB","Antigen processing and presentation (1), NOD-like receptor signaling pathway (1), Lysosome (1)"
"3815",1476,"CSTB","MedConf","Yes",NA,"CTSB","Antigen processing and presentation (1), NOD-like receptor signaling pathway (1), Lysosome (1)"
"3892",1508,"CTSB","MedConf","Yes","Lysosome, NOD-like receptor signaling pathway, Antigen processing and presentation","CST3, CSTB, CD74","Antigen processing and presentation (1)"
"3898",1512,"CTSH","MedConf","Yes","Lysosome",NA,NA
"3906",1522,"CTSZ","MedConf","Yes","Lysosome",NA,NA
"4079",1601,"DAB2","MedConf","Yes","Endocytosis",NA,NA
"4245",23586,"DDX58","MedConf","Yes","NF-kappa B signaling pathway, Cytosolic DNA-sensing pathway, RIG-I-like receptor signaling pathway","IFIH1, ISG15","RIG-I-like receptor signaling pathway (2)"
"4905",10938,"EHD1","HighConf","Yes","Endocytosis","EHD4","Endocytosis (1)"
"4908",30844,"EHD4","MedConf","Yes","Endocytosis","EHD1","Endocytosis (1)"
"4925",5610,"EIF2AK2","MedConf","Yes","Necroptosis","STAT1","Prolactin signaling pathway (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Necroptosis (1), Toll-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1)"
"5346",2167,"FABP4","MedConf","Yes","PPAR signaling pathway","CD36","Adipocytokine signaling pathway (1), PPAR signaling pathway (1), Phagosome (1), Hematopoietic cell lineage (1)"
"5347",2171,"FABP5","HighConf","Yes","PPAR signaling pathway",NA,NA
"5666",8789,"FBP2","HighConf","Yes","Fructose and mannose metabolism","PFKFB3, HK2","Fructose and mannose metabolism (2), HIF-1 signaling pathway (2)"
"5736",2207,"FCER1G","MedConf","Yes","Natural killer cell mediated cytotoxicity","LCP2, PLA2G4A, CBL","Necroptosis (1), Natural killer cell mediated cytotoxicity (1), Osteoclast differentiation (1), ErbB signaling pathway (1), Endocytosis (1)"
"6058",2495,"FTH1","HighConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTL","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"6060",2512,"FTL","MedConf","Yes","Ferroptosis, Necroptosis, Mineral absorption","FTH1","Mineral absorption (1), Necroptosis (1), Ferroptosis (1)"
"6126",11337,"GABARAP","MedConf","Yes","NOD-like receptor signaling pathway","SQSTM1","Cellular senescence (1), Necroptosis (1), Osteoclast differentiation (1)"
"6264",2633,"GBP1","HighConf","Yes","NOD-like receptor signaling pathway","GBP2, CD44, ICAM1, PML, OAS2, HLA-A, OAS3, MT2A, IRF5, HLA-B","Natural killer cell mediated cytotoxicity (3), Endocytosis (3), NOD-like receptor signaling pathway (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
"6265",2634,"GBP2","MedConf","Yes","NOD-like receptor signaling pathway","ISG20, IRF5, MX2, IFIT3, PML, GBP1, MX1, CD44, ISG15, ICAM1, OAS3, MT2A, HLA-B, IFIT2, IFIT1, HLA-A, OAS2","NOD-like receptor signaling pathway (3), Natural killer cell mediated cytotoxicity (3), Endocytosis (3), Cellular senescence (2), Antigen processing and presentation (2), Type I diabetes mellitus (2), Phagosome (2), Leukocyte transendothelial migration (1), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), NF-kappa B signaling pathway (1), Mineral absorption (1), Hematopoietic cell lineage (1), Toll-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1), Cell adhesion molecules (CAMs) (3)"
