"","name","imports","weights","datasource","Confidence"
"1","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.BCL2L1","Toll-like receptor signaling pathway.STAT1",900,"database","High"
"2","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.BCL2L1","Novel.PRKAR2B",900,"database","High"
"3","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.BCL2L1","Novel.NMI",900,"database","High"
"4","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.BCL2L1","Novel.DIABLO",900,"database","High"
"5","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.BCL2L1","Novel.PMAIP1",900,"database","High"
"6","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","PI3K-Akt signaling pathway.ITGAV",900,"database","Medium"
"7","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.PLA2G4A",900,"database","Medium"
"8","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.CSF2",900,"database","Medium"
"9","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.GAB2",900,"database","Medium"
"10","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.CLEC7A",900,"database","Medium"
"11","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.TRAT1",900,"database","Medium"
"12","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.SHC2",800,"database","Medium"
"13","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.CD28",900,"database","Medium"
"14","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.LAT2",900,"database","Medium"
"15","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.PIK3R3",900,"database","Medium"
"16","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.PTPN6",900,"database","Medium"
"17","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","NF-kappa B signaling pathway.LAT",900,"database","Medium"
"18","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.RELA",900,"database","Medium"
"19","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.CDC42",900,"database","Medium"
"20","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.ABI1",900,"database","Medium"
"21","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.PTK2B",900,"database","Medium"
"22","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Toll-like receptor signaling pathway.JUN",900,"database","Medium"
"23","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.FGA",900,"database","Medium"
"24","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.RAP1A",900,"database","Medium"
"25","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.HCLS1",900,"database","Medium"
"26","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.RHOB",900,"database","Medium"
"27","NF-kappa B signaling pathway & PI3K-Akt signaling pathway.SYK","Novel.KLRG1",900,"database","Medium"
"28","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.RPS27A",900,"database","Medium"
"29","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.UBB",900,"database","Medium"
"30","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.MAP3K3",900,"database","Medium"
"31","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway & Toll-like receptor signaling pathway.MAP3K7",900,"database","Medium"
"32","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.NFKBIB",900,"database","Medium"
"33","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.PEBP1",900,"database","Medium"
"34","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","PI3K-Akt signaling pathway.NGFR",900,"database","Medium"
"35","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.GNB2L1",900,"database","Medium"
"36","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.CDK12",720,"database","Medium"
"37","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway.ERC1",900,"database","Medium"
"38","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway.TNFRSF1A",900,"database","Medium"
"39","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway & Toll-like receptor signaling pathway.TICAM1",900,"database","Medium"
"40","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.UBC",900,"database","Medium"
"41","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway & Toll-like receptor signaling pathway.TIRAP",900,"database","Medium"
"42","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","PI3K-Akt signaling pathway.PDPK1",900,"database","Medium"
"43","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway & Toll-like receptor signaling pathway.CD14",900,"database","Medium"
"44","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.CSF2",900,"database","Medium"
"45","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.PHKB",540,"database","Medium"
"46","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.ATG13",720,"database","Medium"
"47","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.CDK14",900,"database","Medium"
"48","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.PYDC1",720,"database","Medium"
"49","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.TLR2",900,"database","Medium"
"50","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","NF-kappa B signaling pathway & Toll-like receptor signaling pathway.MYD88",900,"database","Medium"
"51","NF-kappa B signaling pathway & Toll-like receptor signaling pathway & PI3K-Akt signaling pathway.IKBKB","Novel.NFKBIE",900,"database","Medium"
