"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"126",2,"A2M","HighConf","Yes",NA,"CDC42, IL1B, TGFB2, PF4, GAB2","Osteoclast differentiation (3), Cytokine-cytokine receptor interaction (3), AGE-RAGE signaling pathway in diabetic complications (3), MAPK signaling pathway (3), Ras signaling pathway (2), Chemokine signaling pathway (2), Sphingolipid signaling pathway (1), Fc epsilon RI signaling pathway (1), Hematopoietic cell lineage (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
"140",22848,"AAK1","MedConf","Yes",NA,"CFTR, DNM1, TACR1, CHRM2, CLTC, SYT1, RAB5A, EGFR, CLTA, ADRB2","Synaptic vesicle cycle (4), Neuroactive ligand-receptor interaction (3), cAMP signaling pathway (3), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Phagosome (1), Vasopressin-regulated water reabsorption (1)"
"154",18,"ABAT","HighConf","Yes","Valine, leucine and isoleucine degradation","CFL2, CFL1, ALDH3A2, PRPF8, DBT, LDHAL6B, HSPE1, GDA","leucine and isoleucine degradation (2), Valine (2), Regulation of actin cytoskeleton (2), Spliceosome (1), Lysine degradation (1)"
"159",20,"ABCA2","MedConf","Yes",NA,"ATP1B3, ATP1A3, ATP1B2","Adrenergic signaling in cardiomyocytes (3), Insulin secretion (3), Protein digestion and absorption (3), Aldosterone-regulated sodium reabsorption (3), Thyroid hormone signaling pathway (3), cAMP signaling pathway (3), Thyroid hormone synthesis (3)"
"198",64240,"ABCG5","MedConf","Yes",NA,"ATP1B2, ATP1B3, ATP1A3","Adrenergic signaling in cardiomyocytes (3), Insulin secretion (3), Protein digestion and absorption (3), Aldosterone-regulated sodium reabsorption (3), Thyroid hormone signaling pathway (3), cAMP signaling pathway (3), Thyroid hormone synthesis (3)"
"220",10006,"ABI1","HighConf","Yes",NA,"EGFR, ARPC1B, SYK, PXN, ITGB1, CDC42","Regulation of actin cytoskeleton (5), Focal adhesion (4), Rap1 signaling pathway (3), PI3K-Akt signaling pathway (3), GnRH signaling pathway (2), Ras signaling pathway (2), Chemokine signaling pathway (2), MAPK signaling pathway (2), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Phagosome (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Relaxin signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
"247",36,"ACADSB","MedConf","Yes","Valine, leucine and isoleucine degradation","PRSS16, DLD, DBT, HADHA","leucine and isoleucine degradation (3), Valine (3), Lysine degradation (1)"
"263",1636,"ACE","MedConf","Yes","Renin secretion","AGT","Renin secretion (1)"
"269",22985,"ACIN1","HighConf","Yes","RNA transport, Spliceosome","BCAS2, SON, SAFB, SRPK2, SLC3A2","Protein digestion and absorption (1), Spliceosome (1)"
"278",50,"ACO2","HighConf","Yes",NA,"SIN3A","Thyroid hormone signaling pathway (1)"
"324",59,"ACTA2","MedConf","Yes","Relaxin signaling pathway","VCL, GSTP1, SORBS3, ITGA1, MYL7, MYLPF, PXN","Focal adhesion (5), Regulation of actin cytoskeleton (5), Chemokine signaling pathway (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1)"
"344",10097,"ACTR2","HighConf","Yes",NA,"PSMD7, PSMA7, CLTC, CDC42, SYT1, RAB5A, CFL1, EGFR, ARPC1B, PDGFRB, CLTA, ADRB2, CFTR, DNM1, TACR1, CHRM2","Regulation of actin cytoskeleton (6), Synaptic vesicle cycle (4), Ras signaling pathway (4), Neuroactive ligand-receptor interaction (3), cAMP signaling pathway (3), PI3K-Akt signaling pathway (3), Focal adhesion (3), Rap1 signaling pathway (3), MAPK signaling pathway (3), Cytokine-cytokine receptor interaction (2), GnRH signaling pathway (2), Proteasome (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), Relaxin signaling pathway (1), Phagosome (1), Vasopressin-regulated water reabsorption (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1)"
"370",8038,"ADAM12","MedConf","Yes",NA,"ITGB1","Phagosome (1), Focal adhesion (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
"387",8754,"ADAM9","MedConf","Yes",NA,"COL17A1","Protein digestion and absorption (1)"
"437",117,"ADCYAP1R1","MedConf","Yes","cAMP signaling pathway, Neuroactive ligand-receptor interaction, Renin secretion, Insulin secretion",NA,NA
"445",127,"ADH4","MedConf","Yes",NA,"ALDH3A2","Lysine degradation (1), leucine and isoleucine degradation (1), Valine (1)"
"466",140,"ADORA3","HighConf","Yes","Neuroactive ligand-receptor interaction, Sphingolipid signaling pathway",NA,NA
