"","name","imports","weights","datasource","Confidence"
"1","GnRH signaling pathway.CACNA1C","Novel.PPP2CB",800,"database","Medium"
"2","GnRH signaling pathway.CACNA1C","Novel.CACNA2D2",900,"database","Medium"
"3","GnRH signaling pathway.CACNA1C","Novel.GNG3",900,"database","Medium"
"4","GnRH signaling pathway.CACNA1C","Novel.GNG10",900,"database","Medium"
"5","GnRH signaling pathway.CACNA1C","Novel.CACNA2D1",900,"database","Medium"
"6","GnRH signaling pathway.CACNA1C","Novel.PPP2R5A",800,"database","Medium"
"7","GnRH signaling pathway.CACNA1C","Novel.GNAI3",800,"database","Medium"
"8","GnRH signaling pathway.CACNA1C","Novel.STX1A",900,"database","Medium"
"9","GnRH signaling pathway.CACNA1C","Novel.GNAO1",800,"database","Medium"
"10","GnRH signaling pathway.CACNA1C","Novel.NCAM1",900,"database","Medium"
"11","GnRH signaling pathway.CACNA1C","Novel.CATSPERB",720,"database","Medium"
"12","GnRH signaling pathway.CACNA1C","Novel.SMDT1",900,"database","Medium"
"13","GnRH signaling pathway.CACNA1C","Novel.ATP2A1",540,"database","Medium"
"14","GnRH signaling pathway.CACNA1C","Novel.CATSPERG",720,"database","Medium"
"15","GnRH signaling pathway.CACNA1C","Novel.CACNB4",900,"database","Medium"
"16","GnRH signaling pathway.CACNA1C","Novel.SYT5",900,"database","Medium"
"17","GnRH signaling pathway.CACNA1C","Novel.PPP2R5E",800,"database","Medium"
"18","GnRH signaling pathway.CDC42","Novel.NGFR",800,"database","Medium"
"19","GnRH signaling pathway.CDC42","Novel.WIPF2",900,"database","Medium"
"20","GnRH signaling pathway.CDC42","Novel.ABI1",900,"database","Medium"
"21","GnRH signaling pathway.CDC42","Novel.ARPC1B",900,"database","Medium"
"22","GnRH signaling pathway.CDC42","Novel.STMN1",634,"experimental","Medium"
"23","GnRH signaling pathway.CDC42","Novel.BUB1B",900,"database","Medium"
"24","GnRH signaling pathway.CDC42","Novel.ARHGDIB",900,"database","Medium"
"25","GnRH signaling pathway.CDC42","Novel.RAP1A",900,"database","Medium"
"26","GnRH signaling pathway.CDC42","Novel.UBC",900,"database","Medium"
"27","GnRH signaling pathway.CDC42","Novel.RHOB",900,"database","Medium"
"28","GnRH signaling pathway.CDC42","Novel.LAMA5",900,"database","Medium"
"29","GnRH signaling pathway.CDC42","Novel.MIS12",900,"database","Medium"
"30","GnRH signaling pathway.CDC42","Novel.ITGB3BP",900,"database","Medium"
"31","GnRH signaling pathway.CDC42","Novel.CENPH",900,"database","Medium"
