"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"6",104457,"0610010K14Rik","MedConf","Yes",NA,"Senp3, Tex10, Taf6, Rnf2, Mga, Las1l, Wdr5","Basal transcription factors (1)"
"242",434234,"2610020H08Rik","HighConf","Yes","Ribosome biogenesis in eukaryotes",NA,NA
"677",67618,"Aasdhppt","MedConf","Yes",NA,"Fasn","Insulin signaling pathway (1), AMPK signaling pathway (1)"
"697",18670,"Abcb4","HighConf","Yes",NA,"Tbl1xr1, Tgs1, Med1","Thyroid hormone signaling pathway (1), Endocrine resistance (1)"
"738",11308,"Abi1","MedConf","Yes",NA,"Elmo1, Crk, Arpc2, Arpc5","Fc gamma R-mediated phagocytosis (3), Regulation of actin cytoskeleton (3), Chemokine signaling pathway (2), Endocytosis (2), Focal adhesion (1), Rap1 signaling pathway (1), Insulin signaling pathway (1), ErbB signaling pathway (1), Neurotrophin signaling pathway (1), MAPK signaling pathway (1)"
"767",140500,"Acap3","HighConf","Yes","Endocytosis",NA,NA
"779",230379,"Acer2","MedConf","Yes","Sphingolipid signaling pathway","Smpd2, Galc, Ugcg","Sphingolipid signaling pathway (1)"
"798",80911,"Acox3","HighConf","Yes","cAMP signaling pathway",NA,NA
"809",14081,"Acsl1","HighConf","Yes","Adipocytokine signaling pathway","Tgs1, Cpt1a, Tbl1xr1, Med1","Insulin resistance (1), Glucagon signaling pathway (1), Adipocytokine signaling pathway (1), AMPK signaling pathway (1), Thyroid hormone signaling pathway (1), Endocrine resistance (1)"
"833",67019,"Actr6","MedConf","Yes",NA,"Arpc2","Fc gamma R-mediated phagocytosis (1), Regulation of actin cytoskeleton (1), Endocytosis (1)"
"839",11481,"Acvr2b","HighConf","Yes","Signaling pathways regulating pluripotency of stem cells","Smurf2, Smad4, Inhba","Signaling pathways regulating pluripotency of stem cells (2), Adherens junction (1), Apelin signaling pathway (1), Cell cycle (1), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1), FoxO signaling pathway (1), Endocytosis (1)"
"894",11513,"Adcy7","HighConf","Yes","Longevity regulating pathway, Purine metabolism, Endocrine resistance, Chemokine signaling pathway, GnRH signaling pathway, Oxytocin signaling pathway, Progesterone-mediated oocyte maturation, Rap1 signaling pathway, Relaxin signaling pathway, Longevity regulating pathway - multiple species, Apelin signaling pathway, Phospholipase D signaling pathway, cAMP signaling pathway, Gap junction, Platelet activation, Estrogen signaling pathway","Gpr18, Cxcr3, Pde3b, Ccr1l1, P2ry13, Lpar1, Gnaz, Pde4b, Rapgef3, Ccr7, Fpr2, S1pr2, Cxcr6, Pde7a, Ccl9, Pde6b, Pde1c, Ptger4, Htr7, Ntpcr, Ptger2, Polr3e, Gnb1, Gnb5, Polr3h, Prkaca, Polr2d, Znrd1, Polr1b, Polr3k, Polr2c, Polr2h, Polr1a, Polr1e, Npy, Twistnb, App, Anxa1, Polr3d, Polr2e, Ccr1","Purine metabolism (19), Pyrimidine metabolism (13), RNA polymerase (13), Chemokine signaling pathway (9), cAMP signaling pathway (6), Cytosolic DNA-sensing pathway (6), Apelin signaling pathway (4), Ras signaling pathway (4), Dopaminergic synapse (3), PI3K-Akt signaling pathway (3), Relaxin signaling pathway (3), Gap junction (2), Insulin signaling pathway (2), Progesterone-mediated oocyte maturation (2), Glucagon signaling pathway (2), Longevity regulating pathway (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), Adipocytokine signaling pathway (1), Estrogen signaling pathway (1), Platelet activation (1), Thyroid hormone signaling pathway (1), Longevity regulating pathway - multiple species (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Tight junction (1), Endocrine resistance (1), Autophagy - animal (1), MAPK signaling pathway (1), Sphingolipid signaling pathway (1)"
"925",72674,"Adipor1","HighConf","Yes","Longevity regulating pathway, AMPK signaling pathway, Adipocytokine signaling pathway",NA,NA
"926",68465,"Adipor2","HighConf","Yes","Longevity regulating pathway, AMPK signaling pathway, Adipocytokine signaling pathway",NA,NA
"935",72141,"Adpgk","MedConf","Yes",NA,"Pgm1","Purine metabolism (1)"
"938",66358,"Adprm","MedConf","Yes","Purine metabolism","Nudt9, Gpd1l, Pgm1, Gpam, Gpd2","Purine metabolism (2)"
"950",11569,"Aebp2","HighConf","Yes",NA,"Pcgf3, Cbx2, Rnf2, Eed, Pcgf6, Suz12, Bmi1, Asxl1, Cbx8, Pcgf2, Cbx4","Signaling pathways regulating pluripotency of stem cells (4)"
"967",347722,"Agap1","HighConf","Yes","Endocytosis",NA,NA
"1043",16475,"Ajuba","HighConf","Yes",NA,"Ninl, Prkaca, Ywhag, Pafah1b1, Haus2, Cep164, Dynll1, Cep57, Csnk1d, Nek2, Ssna1, Tubg1, Pcnt, Cep72, Cntrl, Plk1, Ywhae, Tubb5, Cep76, Fgfr1op","Gap junction (3), Cell cycle (3), Progesterone-mediated oocyte maturation (2), Longevity regulating pathway (2), PI3K-Akt signaling pathway (2), Circadian rhythm (1), FoxO signaling pathway (1), Dopaminergic synapse (1), Estrogen signaling pathway (1), Platelet activation (1), Thyroid hormone signaling pathway (1), cAMP signaling pathway (1), Apelin signaling pathway (1), Longevity regulating pathway - multiple species (1), Relaxin signaling pathway (1), Insulin signaling pathway (1), Oxytocin signaling pathway (1), Glucagon signaling pathway (1), GnRH signaling pathway (1), Chemokine signaling pathway (1), Tight junction (1), Endocrine resistance (1), Ras signaling pathway (1), Autophagy - animal (1), MAPK signaling pathway (1), Neurotrophin signaling pathway (1)"
"1079",11651,"Akt1","HighConf","Yes","MAPK signaling pathway, Autophagy - animal, Longevity regulating pathway, FoxO signaling pathway, T cell receptor signaling pathway, B cell receptor signaling pathway, Neurotrophin signaling pathway, AMPK signaling pathway, Ras signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Prolactin signaling pathway, Cellular senescence, Apoptosis, Adipocytokine signaling pathway, Endocrine resistance, ErbB signaling pathway, Chemokine signaling pathway, Osteoclast differentiation, Glucagon signaling pathway, TNF signaling pathway, Sphingolipid signaling pathway, Insulin resistance, Toll-like receptor signaling pathway, Fc epsilon RI signaling pathway, mTOR signaling pathway, Signaling pathways regulating pluripotency of stem cells, Progesterone-mediated oocyte maturation, Insulin signaling pathway, Jak-STAT signaling pathway, Rap1 signaling pathway, Fc gamma R-mediated phagocytosis, Relaxin signaling pathway, VEGF signaling pathway, Longevity regulating pathway - multiple species, Apelin signaling pathway, Focal adhesion, Phospholipase D signaling pathway, PI3K-Akt signaling pathway, cAMP signaling pathway, Thyroid hormone signaling pathway, Platelet activation, Estrogen signaling pathway, Dopaminergic synapse","Pik3r1, Ppp2ca, Pdpk1, Ilk, Foxo1, Arrb2, Ppp2r5d, Gnb1, Casp9, Itgb3, Lck, Lnpep, Pik3ca, Tsc1, Pik3r5, Pde3b, Tbc1d4, Cd86, Apbb1ip, Mlst8, Rnf41, Creb3l2, Khsrp, Creb3, Mtcp1, Cdkn1b, Src","PI3K-Akt signaling pathway (15), AMPK signaling pathway (9), Longevity regulating pathway (9), Thyroid hormone signaling pathway (8), Relaxin signaling pathway (7), Insulin resistance (7), Platelet activation (6), Focal adhesion (6), Dopaminergic synapse (6), Autophagy - animal (6), Insulin signaling pathway (6), Estrogen signaling pathway (5), Rap1 signaling pathway (5), Chemokine signaling pathway (5), FoxO signaling pathway (5), cAMP signaling pathway (5), mTOR signaling pathway (5), Sphingolipid signaling pathway (5), VEGF signaling pathway (4), Axon guidance (4), ErbB signaling pathway (4), Endocrine resistance (4), Regulation of actin cytoskeleton (4), AGE-RAGE signaling pathway in diabetic complications (4), TNF signaling pathway (4), Glucagon signaling pathway (4), Phospholipase D signaling pathway (4), Cellular senescence (4), Osteoclast differentiation (4), Apoptosis (4), T cell receptor signaling pathway (4), Prolactin signaling pathway (3), Endocytosis (3), Toll-like receptor signaling pathway (3), Apelin signaling pathway (3), Progesterone-mediated oocyte maturation (3), Longevity regulating pathway - multiple species (3), Fc epsilon RI signaling pathway (3), Ras signaling pathway (3), Neurotrophin signaling pathway (3), Oxytocin signaling pathway (2), Tight junction (2), Autophagy - other (2), Fc gamma R-mediated phagocytosis (2), Jak-STAT signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Phosphatidylinositol signaling system (2), B cell receptor signaling pathway (2), Gap junction (1), Adherens junction (1), GnRH signaling pathway (1), Mitophagy - animal (1), Cell cycle (1), Purine metabolism (1), Inositol phosphate metabolism (1), NF-kappa B signaling pathway (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), MAPK signaling pathway (1)"
